text_data,source_language,target_language,target_text,final_text_data
"সাকিবের চোখে বিশ্বকাপে বাংলাদেশের পারফরম্যান্স ‘খুব একটা খারাপ না’

 টি-টোয়েন্টি বিশ্বকাপের সবকয়টি আসরে অংশ নিয়েছে বাংলাদেশ। ২০১৪ সালে আয়োজক হওয়া থেকে শুরু করে প্রতিটা আসরে খেললেও নকআউট পর্বে যেতে পারেনি টাইগাররা। চলতি আসরে এখন পর্যন্ত ছয় ম্যাচ খেলে তিনটিতে জয় পেয়েছে নাজমুল শান্তর দল, সমান সংখ্যক হারের দেখাও পেয়েছে তারা। খুব সহজ সমীকরণে বলা যায় এখন পর্যন্ত সাফল্যের হার ৫০ শতাংশ।",Bangla,English,"In Shakib's view, Bangladesh's performance in the World Cup is 'not too bad'

Bangladesh has participated in every edition of the T20 World Cup. The Tigers have played in every edition, including as hosts in 2014, but have not been able to reach the knockout stage. In the current tournament, Nazmul Shanto's team has played six matches so far, winning three and also suffering the same number of defeats. By a very simple calculation, it can be said that their success rate so far is 50 per cent.","সাকিবের চোখে বিশ্বকাপে বাংলাদেশের পারফরম্যান্স ‘খুব একটা খারাপ না’

 টি-টোয়েন্টি বিশ্বকাপের সবকয়টি আসরে অংশ নিয়েছে বাংলাদেশ। ২০১৪ সালে আয়োজক হওয়া থেকে শুরু করে প্রতিটা আসরে খেললেও নকআউট পর্বে যেতে পারেনি টাইগাররা। চলতি আসরে এখন পর্যন্ত ছয় ম্যাচ খেলে তিনটিতে জয় পেয়েছে নাজমুল শান্তর দল, সমান সংখ্যক হারের দেখাও পেয়েছে তারা। খুব সহজ সমীকরণে বলা যায় এখন পর্যন্ত সাফল্যের হার ৫০ শতাংশ।"
" এরপরেই দেশের নানা অঙ্গন থেকে তার সমালোচনা শুরু হয়। যার জেরে বুধবার (১৫ নভেম্বর) অধিনায়কের দায়িত্ব থেকে অব্যাহতির ঘোষণা দেন তিনি। টুইটারে এক আবেগঘন বার্তায় পাকিস্তানের ‘সাবেক’ ক্যাপ্টেন লেখেন– আমার স্পষ্টভাবে মনে আছে সেই মুহূর্তের কথা, ২০১৯-এ যেদিন আমাকে পিসিবি থেকে বার্তা দেয়া হয় পাকিস্তানকে নেতৃত্ব দেয়ার। গত চার বছরে আমি মাঠে ও মাঠের বাইরে অনেক উত্থান-পতন দেখেছি। তবে আমি সবকিছুর বিনিময়ে পাকিস্তানের গর্ব ও সম্মান অটুট রাখাকে লক্ষ্য বানিয়েছিলাম।।",Bangla,English,"Soon after, criticism of him began from various quarters of the country. As a result, on Wednesday (November 15), he announced his resignation from the captaincy. In an emotional message on Twitter, Pakistan's 'former' captain wrote—I clearly remember the moment in 2019 when I was messaged by the PCB to lead Pakistan. Over the past four years, I have seen many ups and downs on and off the field. But I had made it my goal to uphold Pakistan's pride and honor above all else.",
 জোটের সবচেয়ে বড় শরীক দল কমিউনিস্ট পার্টি অব নেপালের (ইউএমএল) সমর্থন প্রত্যাহারের পর শুক্রবারের (১২ জুলাই) ভোটাভুটিতে হেরে গেছেন তিনি। এর আগে গত ৩ জুলাই প্রধানমন্ত্রী পুষ্প দাহালের জোট সরকারের উপর থেকে সমর্থন প্রত্যাহার করে নেয় জোটের সবচেয়ে বড় দল ইউএমএল। এরপর সংবিধান অনুযায়ী বাধ্য হয়ে পুষ্পকে সংসদে আস্থাভোটের আয়োজন করতে হয়। পুষ্প কামাল সরকারের ওপর থেকে সমর্থন প্রত্যাহারের পর বুধবার (১০ জুলাই) নতুন জোট ঘোষণা করে সাবেক প্রধানমন্ত্রী কেপি শর্মা ওলির দল ইউএমএল।।,Bangla,English,"He lost the vote on Friday (July 12) after the largest coalition partner, the Communist Party of Nepal (UML), withdrew its support. Earlier, on July 3, the UML, the largest party in the coalition, withdrew its support from Prime Minister Pushpa Dahal’s government. As a result, Pushpa was constitutionally required to hold a vote of confidence in parliament. After withdrawing support from the Pushpa Kamal government, former Prime Minister KP Sharma Oli’s UML party announced a new coalition on Wednesday (July 10).",
" ৩৪ হাজার দর্শক ধারণক্ষমতার নাসাউ কাউন্টি আন্তর্জাতিক ক্রিকেট স্টেডিয়ামে ম্যাচটি মাঠে বসে দেখতে আইসিসির কাছে টিকিট চেয়ে আবেদন করেছিল ২০ লাখ মানুষ। রোববার (৯ জুন) বাংলাদেশ সময় রাত সাড়ে ৮টায় মাঠে গড়াবে বিশ্ব ক্রিকেটের এই মহারণ। তবে ম্যাচটি মাঠে গড়ানো নিয়ে দেখা দিয়েছে শঙ্কা। বিবিসির আবহাওয়া পূর্বাভাস বলছে, ম্যাচ চলাকালীন বৃষ্টি হওয়ার সম্ভাবনা ২৪ শতাংশ।",Bangla,English,"Two million people applied to the ICC for tickets to watch the match live at the Nassau County International Cricket Stadium, which has a capacity of 34,000 spectators. On Sunday (June 9), at 8:30 PM Bangladesh time, this grand battle of world cricket will take place. However, concerns have arisen about the match taking place as scheduled. The BBC weather forecast says, there is a 24 percent chance of rain during the match.",
"কে হচ্ছেন টাইগারদের ভবিষ্যৎ অধিনায়ক?

বিশ্বকাপ ব্যর্থতার পরপরই ঘরের মাঠে দুই ম্যাচের টেস্ট সিরিজ খেলতে এলো নিউজিল্যান্ড। সাকিব-লিটনের অনুপস্থিতিতে একপ্রকার হঠাৎ করেই ভারপ্রাপ্ত অধিনায়কের দায়িত্ব পড়ল নাজমুল শান্তর কাঁধে। সিলেটে সেঞ্চুরি করা টেস্ট জিতে শান্তর শুরুটাও হল দুর্দান্ত। দুই টেস্টে এক জয়, এক পরাজয়ের পর কিউইদের দেশে পাড়ি জমায় শান্তর দল। প্রথম দুই ওয়ানডে হারের পর সাদা বলে তাসমান পাড়ে প্রথম জয়। এরপর নেপিয়ারে লেখা হল প্রথম টি-টোয়েন্টি জয়ের গল্পও। একটি ম্যাচ পরিত্যক্ত হওয়ায় সবমিলিয়ে শান্তর অধিনায়কত্বে ৮ ম্যাচে তিন জয়, ৪ পরাজয়।।",Bangla,English,"Who Will Be the Future Captain of the Tigers?

Right after the World Cup failure, New Zealand came to Bangladesh to play a two-match Test series. In the absence of Shakib and Litton, the responsibility of stand-in captain fell on Najmul Shanto's shoulders almost all of a sudden. Shanto's start, too, was excellent, as he scored a century in Sylhet and won the Test. After one win and one defeat in the two Tests, Shanto's team headed to the Kiwis' country. After losing the first two ODIs, they earned their first white-ball win across the Tasman. Then in Napier, the story of the first T20 win was written too. With one match abandoned, all told, Shanto's side has three wins and four defeats in eight matches under his captaincy.","কে হচ্ছেন টাইগারদের ভবিষ্যৎ অধিনায়ক?

বিশ্বকাপ ব্যর্থতার পরপরই ঘরের মাঠে দুই ম্যাচের টেস্ট সিরিজ খেলতে এলো নিউজিল্যান্ড। সাকিব-লিটনের অনুপস্থিতিতে একপ্রকার হঠাৎ করেই ভারপ্রাপ্ত অধিনায়কের দায়িত্ব পড়ল নাজমুল শান্তর কাঁধে। সিলেটে সেঞ্চুরি করা টেস্ট জিতে শান্তর শুরুটাও হল দুর্দান্ত। দুই টেস্টে এক জয়, এক পরাজয়ের পর কিউইদের দেশে পাড়ি জমায় শান্তর দল। প্রথম দুই ওয়ানডে হারের পর সাদা বলে তাসমান পাড়ে প্রথম জয়। এরপর নেপিয়ারে লেখা হল প্রথম টি-টোয়েন্টি জয়ের গল্পও। একটি ম্যাচ পরিত্যক্ত হওয়ায় সবমিলিয়ে শান্তর অধিনায়কত্বে ৮ ম্যাচে তিন জয়, ৪ পরাজয়।।"
"উলভারহ্যাম্পটনকে হারিয়ে আবারও প্রিমিয়ার লিগের শীর্ষে আর্সেনাল

 ইংলিশ প্রিমিয়ার লিগে এবারের মৌসুমের ৩৪ তম ম্যাচডে তে উলভারহ্যাম্পটনকে ২-০ গোলে হারিয়ে আবারও লিগ টেবিলের শীর্ষে উঠে এসেছে আর্সেনাল। শনিবার (২০ এপ্রিল) রাতে উলভারহ্যাম্পটনের মাঠে আতিথ্য নেয় মিকেল আর্তেতার শিষ্যরা। এজয়ে ম্যানসিটির চেয়ে এক ম্যাচ বেশি খেলে ১ পয়েন্টের ব্যবধানে এগিয়ে রইল দ্য গানার্স। মিডল্যান্ডসে এদিন স্বাগতিকদের চাপে রেখে বল দখলের লড়াইয়ে এগিয়ে থাকে আর্সেনাল।",Bangla,English,"Arsenal back on top of the Premier League again after beating Wolverhampton

Arsenal climbed back to the top of the league table again by beating Wolverhampton 2-0 on the 34th matchday of this Premier League season. On Saturday night (20 April), Mikel Arteta's men visited Wolverhampton's ground. With this win, the Gunners stayed 1 point ahead of Manchester City despite having played one match more. In the Midlands that day, Arsenal kept the hosts under pressure and stayed ahead in the battle for possession.","উলভারহ্যাম্পটনকে হারিয়ে আবারও প্রিমিয়ার লিগের শীর্ষে আর্সেনাল

 ইংলিশ প্রিমিয়ার লিগে এবারের মৌসুমের ৩৪ তম ম্যাচডে তে উলভারহ্যাম্পটনকে ২-০ গোলে হারিয়ে আবারও লিগ টেবিলের শীর্ষে উঠে এসেছে আর্সেনাল। শনিবার (২০ এপ্রিল) রাতে উলভারহ্যাম্পটনের মাঠে আতিথ্য নেয় মিকেল আর্তেতার শিষ্যরা। এজয়ে ম্যানসিটির চেয়ে এক ম্যাচ বেশি খেলে ১ পয়েন্টের ব্যবধানে এগিয়ে রইল দ্য গানার্স। মিডল্যান্ডসে এদিন স্বাগতিকদের চাপে রেখে বল দখলের লড়াইয়ে এগিয়ে থাকে আর্সেনাল।"
"ডেইলি স্টার: আবার দল ভাঙার প্রসঙ্গে আসি। বিএনএমের সঙ্গে আপনার সম্পর্কের বিষয়টি নিয়ে কথা বলেছেন। আবার বিএনএমের নেতা ব্যারিস্টার সারোয়ার বললেন, আপনি যা বলছেন সেটা সত্য নয়। কেউ কেউ বলছেন আপনি যা বলছেন, গোপন করছেন তারচেয়েও বেশি।",Bangla,English,"Daily Star: Let's come back to the topic of party splits again. You have spoken about your relationship with BNM. Again, BNM leader Barrister Sarowar said, what you are saying is not true. Some are saying that what you are saying, you are hiding even more than that.",
" জাবালিয়ার পূর্ণ নিয়ন্ত্রণের পথে তেল আবিব, বলছে এমন কথাও। খবর বিবিসির। তবে বিশ্ব গণমাধ্যমে মিলছে বেসামরিক প্রাণহানি আর মানবিক বিপর্যয়ের খবর। উত্তর গাজার আল আওদা হাসপাতাল ঘিরে রেখেছে আইডিএফ সেনারা।",Bangla,English,"There are also claims that Tel Aviv is on the way to full control of Jabalia. According to the BBC. However, global media are reporting civilian casualties and a humanitarian disaster. IDF soldiers have surrounded Al-Awda Hospital in northern Gaza."," জাবালিয়ার পূর্ণ নিয়ন্ত্রণের পথে তেল আবিব, বলছে এমন কথাও। খবর বিবিসির। তবে বিশ্ব গণমাধ্যমে মিলছে বেসামরিক প্রাণহানি আর মানবিক বিপর্যয়ের খবর। উত্তর গাজার আল আওদা হাসপাতাল ঘিরে রেখেছে আইডিএফ সেনারা।"
"অস্ট্রেলিয়ায় ভয়াবহ ট্রেন দুর্ঘটনা

বিনদারাহতে দুর্ঘটনার পরবর্তী দৃশ্য। অস্ট্রেলিয়ায় ট্রেন দুর্ঘটনায় অন্তত ২ জন নিহত হয়েছেন। রোববার (৩১ ডিসেম্বর) দেশটির দক্ষিণাঞ্চলের বিনদারাহ এলাকায় হয় এই দুর্ঘটনা। এক প্রতিবেদনে ব্রিটিশ সংবাদমাধ্যম দ্য গার্ডিয়ান এ তথ্য জানায়। কর্তৃপক্ষ জানায়, স্থানীয় সময় সকাল সাড়ে ১০টা নাগাদ একটি মালবাহী ট্রেনের সাথে ধাক্কা লাগে একটি ট্রাকের। সিগন্যাল অমান্য করে ক্রসিং পার হচ্ছিলো ট্রাকটি।।",Bangla,English,"Horrific train accident in Australia

Aftermath of the accident in Bindarah. At least 2 people have been killed in a train accident in Australia. The incident occurred on Sunday (31 December) in the Bindarah area of the country's southern region. This information was reported by the British news outlet The Guardian. Authorities stated that around 10:30 am local time, a truck collided with a freight train. The truck was crossing the tracks, ignoring the signal.",
"এক ঝাঁক নতুন মুখ নিয়ে পাকিস্তানের টি-টোয়েন্টি দল ঘোষণা

নিউজিল‍্যান্ডের বিপক্ষে ৫ ম‍্যাচের টি-টোয়েন্টি সিরিজের জন্য ১৭ সদস্যের দল ঘোষণা করেছে পাকিস্তান ক্রিকেট বোর্ড (পিসিবি)। দলে সুযোগ পেয়েছেন এক ঝাঁক তরুণ ক্রিকেটার। প্রথমবারের মতো টি-টোয়েন্টি স্কোয়াডে ডাক পেয়েছেন পেসার আব্বাস আফ্রিদি, উইকেটরক্ষক-ব‍্যাটার হাসিবউল্লাহ ও স্পিনার আবরার আহমেদ। সাইম আইয়ুবের সঙ্গে পাকিস্তানের টি-টোয়েন্টি দলে জায়গা পেয়েছেন শাহিবজাদা ফারহান। ফিটনেস ফিরে পাওয়ার লড়াইয়ে থাকায় বিবেচনা করা হয়নি নাসিম শাহ, মোহাম্মদ হাসনাইন, ইহসানউল্লাহ ও শাদাব খানকে। সবশেষ সিরিজের দল থেকে নেই মোহাম্মদ হারিস, শান মাসুদ ও ফাহিম আশরাফ।।",Bangla,English,"Pakistan Announces T20 Squad with a Host of New Faces

The Pakistan Cricket Board (PCB) has announced a 17-member squad for the five-match T20 series against New Zealand. A number of young cricketers have been included in the team. For the first time, pacer Abbas Afridi, wicketkeeper-batsman Haseebullah, and spinner Abrar Ahmed have been called up to the T20 squad. Along with Saim Ayub, Sahibzada Farhan has also been included in Pakistan's T20 team. Naseem Shah, Mohammad Hasnain, Ihsanullah, and Shadab Khan were not considered as they are still recovering their fitness. Mohammad Haris, Shan Masood, and Faheem Ashraf, who were part of the last series, are not in the squad.",
"অনির্দিষ্টকালের জন্য জাতীয় বিশ্ববিদ্যালয় বন্ধ ঘোষণা

 অনির্দিষ্টকালের জন্য জাতীয় বিশ্ববিদ্যালয়ের অধিভুক্ত সকল কলেজ বন্ধ ঘোষণা করা হয়েছে। মঙ্গলবার (১৬ জুলাই) রাতে এক বিজ্ঞপ্তিতে বিশ্ববিদ্যালয়ের জনসংযোগ দফতরের পরিচালক মো. আতাউর রহমান এ তথ্য জানান। বিজ্ঞপ্তিতে বলা হয়, পরবর্তী নির্দেশ না দেয়া পর্যন্ত জাতীয় বিশ্ববিদ্যালয়ের অধিভুক্ত সকল কলেজ ও প্রতিষ্ঠানসমূহ বন্ধ থাকবে।",Bangla,English,"National University declared closed for an indefinite period

All colleges affiliated with the National University have been declared closed for an indefinite period. On Tuesday night (16 July), Md. Ataur Rahman, Director of the University's Public Relations Office, announced this information in a press release. The notice stated that all colleges and institutions affiliated with the National University will remain closed until further notice.",
"নিউজিল্যান্ডে জাতীয় দলের বিজয় দিবস উদযাপন

নিউজিল্যান্ডে ওডিআই সিরিজ খেলতে গেছে বাংলাদেশ ক্রিকেট দল। সিরিজের প্রথম ওয়ানডে রোববার (১৭ ডিসেম্বর) ভোর ৪টায় শুরু হবে। তার আগে শনিবার বিজয় দিবস উদযাপন করেছেন জাতীয় দলের ক্রিকেটাররা। বাংলাদেশ ক্রিকেট বোর্ডের অফিসিয়াল ফেসবুক পেজে বাংলাদেশের জাতীয় পতাকা ধরে দলের ক্রিকেটারদের তোলা একটি গ্রুপ ছবি পোস্ট করা হয়েছে।।",Bangla,English,"National team celebrate Victory Day in New Zealand

The Bangladesh cricket team has gone to New Zealand to play an ODI series. The first ODI of the series will begin at 4 a.m. on Sunday (17 December). Before that, the national team cricketers celebrated Victory Day on Saturday. A group photo of the team’s cricketers holding the national flag of Bangladesh was posted on the official Facebook page of the Bangladesh Cricket Board.","নিউজিল্যান্ডে জাতীয় দলের বিজয় দিবস উদযাপন

নিউজিল্যান্ডে ওডিআই সিরিজ খেলতে গেছে বাংলাদেশ ক্রিকেট দল। সিরিজের প্রথম ওয়ানডে রোববার (১৭ ডিসেম্বর) ভোর ৪টায় শুরু হবে। তার আগে শনিবার বিজয় দিবস উদযাপন করেছেন জাতীয় দলের ক্রিকেটাররা। বাংলাদেশ ক্রিকেট বোর্ডের অফিসিয়াল ফেসবুক পেজে বাংলাদেশের জাতীয় পতাকা ধরে দলের ক্রিকেটারদের তোলা একটি গ্রুপ ছবি পোস্ট করা হয়েছে।।"
" সবশেষ অনুষ্ঠিত টি-টোয়েন্টি বিশ্বকাপের চ্যাম্পিয়ন আর রানার্সআপের এই সিরিজে রয়েছে বাড়তি উন্মাদনা। পাকিস্তানের বিপক্ষে বিশ্বকাপের শিরোপা রক্ষার প্রস্তুতি হিসেবে জস বাটলার নেতৃত্ব দেবেন ইংল্যান্ডকে। সিরিজের ম্যাচগুলো হবে যথাক্রমে লিডস, বার্মিংহাম, কার্ডিফ ও লন্ডনের দ্য ওভালে। দ্বিতীয় ম্যাচটি শুরু হবে বাংলাদেশ সময় সন্ধ্যা সাড়ে ৭টায়। সিরিজের বাকি তিন ম্যাচ গড়াবে রাত সাড়ে ১১টায়।।",Bangla,English,"There is extra excitement surrounding this series between the most recent T20 World Cup champion and runner-up. Jos Buttler will lead England as they prepare to defend their World Cup title against Pakistan. The series matches will be held in Leeds, Birmingham, Cardiff, and The Oval in London, respectively. The second match will start at 7:30 pm Bangladesh time. The remaining three matches of the series will begin at 11:30 pm."," সবশেষ অনুষ্ঠিত টি-টোয়েন্টি বিশ্বকাপের চ্যাম্পিয়ন আর রানার্সআপের এই সিরিজে রয়েছে বাড়তি উন্মাদনা। পাকিস্তানের বিপক্ষে বিশ্বকাপের শিরোপা রক্ষার প্রস্তুতি হিসেবে জস বাটলার নেতৃত্ব দেবেন ইংল্যান্ডকে। সিরিজের ম্যাচগুলো হবে যথাক্রমে লিডস, বার্মিংহাম, কার্ডিফ ও লন্ডনের দ্য ওভালে। দ্বিতীয় ম্যাচটি শুরু হবে বাংলাদেশ সময় সন্ধ্যা সাড়ে ৭টায়। সিরিজের বাকি তিন ম্যাচ গড়াবে রাত সাড়ে ১১টায়।।"
"এখনই শেষ দেখছেন না বাটলার

শিরোপা ধরে রাখার অভিযানে এসে উল্টো প্রথম রাউন্ড থেকে বিদায়ের শঙ্কায় পড়েছে ইংল্যান্ড। দুই ম্যাচ জয়হীন থাকলেও দলটির সামনে এখনও টিকে আছে সুপার এইটের আশা। বাকি দুই ম্যাচে জয়ের পাশাপাশি মাথায় রাখতে হবে নেট রান রেটের হিসাব। ওমানের বিপক্ষে নামার আগে টুর্নামেন্টে প্রথম জয়ের লক্ষ্যের কথা বললেন ইংলিশ অধিনায়ক। অ্যান্টিগায় বৃহস্পতিবার (১৩ জুন) রাতে নিজেদের তৃতীয় ম্যাচে ওমানের মুখোমুখি হবে ইংল্যান্ড। দুই ম্যাচ শেষে তাদের ঝুলিতে পয়েন্ট মাত্র ১।।",Bangla,English,"Buttler does not see the end just yet

Having come in to defend their title, England now face the risk of exiting in the first round. Despite going winless in two matches, the team still has hope of reaching the Super Eight. Along with winning the remaining two matches, they will also have to keep the net run-rate equation in mind. Before taking on Oman, the England captain spoke about targeting their first win of the tournament. England will face Oman in their third match on Thursday night (13 June) in Antigua. After two matches, they have only 1 point.","এখনই শেষ দেখছেন না বাটলার

শিরোপা ধরে রাখার অভিযানে এসে উল্টো প্রথম রাউন্ড থেকে বিদায়ের শঙ্কায় পড়েছে ইংল্যান্ড। দুই ম্যাচ জয়হীন থাকলেও দলটির সামনে এখনও টিকে আছে সুপার এইটের আশা। বাকি দুই ম্যাচে জয়ের পাশাপাশি মাথায় রাখতে হবে নেট রান রেটের হিসাব। ওমানের বিপক্ষে নামার আগে টুর্নামেন্টে প্রথম জয়ের লক্ষ্যের কথা বললেন ইংলিশ অধিনায়ক। অ্যান্টিগায় বৃহস্পতিবার (১৩ জুন) রাতে নিজেদের তৃতীয় ম্যাচে ওমানের মুখোমুখি হবে ইংল্যান্ড। দুই ম্যাচ শেষে তাদের ঝুলিতে পয়েন্ট মাত্র ১।।"
"ন্যাটোর সদস্যপদ পাওয়ার খুব কাছে ইউক্রেন: জেলেনস্কি

 ন্যাটোর সদস্যপদ পাওয়ার খুব কাছে রয়েছে ইউক্রেন। বৃহস্পতিবার (১১ জুলাই) এমন তথ্য জানিয়েছেন ইউক্রেনের প্রেসিডেন্ট ভোলদেমির জেলেনস্কি। ওয়াশিংটনে অনুষ্ঠিত হওয়া ন্যাটো মহাসচিব জেন্স স্টলটেনবার্গের সাথে যৌথ সংবাদ সম্মেলনে জেলেনস্কি বলেন, ইউক্রেন লক্ষ্যের খুব কাছে রয়েছে। চূড়ান্ত সদস্যপদ পেতে এখন শুধু দরকার ন্যাটোর আনুষ্ঠানিক আমন্ত্রণ।।",Bangla,English,"Ukraine very close to NATO membership: Zelensky 

Ukraine is very close to obtaining NATO membership. On Thursday (July 11), Ukrainian President Volodymyr Zelensky gave this information. At a joint press conference with NATO Secretary General Jens Stoltenberg, held in Washington, Zelensky said that Ukraine is very close to its goal. To obtain final membership, what is needed now is only NATO’s formal invitation.",
"বাংলাদেশ-ভারত দু’দলকেই শুভকামনা জানালেন মোদি

 আইসিসি টি-টোয়েন্টি বিশ্বকাপের সুপার এইটের বাংলাদেশ-ভারত ম্যাচ। শনিবার (২২ জুন) অ্যান্টিগার স্যার ভিভিয়ান রিচার্ডস স্টেডিয়ামে বাংলাদেশ সময় রাত সাড়ে ৮টায় মুখোমুখি হবে দু’দল। ম্যাচ উপলক্ষে দুই দলকেই শুভকামনা জানিয়েছেন ভারতের প্রধানমন্ত্রী নরেন্দ্র মোদি। নয়াদিল্লির হায়দরাবাদ হাউসে প্রধানমন্ত্রী শেখ হাসিনার সঙ্গে এক দ্বিপক্ষীয় বৈঠক শেষে ভারতের প্রধানমন্ত্রী এ কথা বলেন। খবর, ইন্ডিয়া টুডে’র। মোদি বলেন, আমি আজ সন্ধ্যায় বিশ্বকাপের ম্যাচের জন্য উভয় দলকে শুভকামনা জানাই। বাংলাদেশ ভারতের বৃহত্তম উন্নয়ন অংশীদার এবং আমরা বাংলাদেশের সঙ্গে সম্পর্ককে সর্বোচ্চ অগ্রাধিকার দিই।।",Bangla,English,"Modi wish both Bangladesh-India teams good luck

The ICC T20 World Cup Super Eight match between Bangladesh and India. On Saturday (22 June), at Sir Vivian Richards Stadium in Antigua at 8:30 p.m. Bangladesh time, the two teams will face each other. On the occasion of the match, India’s Prime Minister Narendra Modi has extended good wishes to both teams specifically. The Prime Minister of India said this after the end of a bilateral meeting with Prime Minister Sheikh Hasina at Hyderabad House in New Delhi. News of India Today. Modi said, I extend good wishes to both teams for the World Cup match this evening. Bangladesh is India’s largest development partner, and we give the highest priority to the relationship with Bangladesh.","বাংলাদেশ-ভারত দু’দলকেই শুভকামনা জানালেন মোদি

 আইসিসি টি-টোয়েন্টি বিশ্বকাপের সুপার এইটের বাংলাদেশ-ভারত ম্যাচ। শনিবার (২২ জুন) অ্যান্টিগার স্যার ভিভিয়ান রিচার্ডস স্টেডিয়ামে বাংলাদেশ সময় রাত সাড়ে ৮টায় মুখোমুখি হবে দু’দল। ম্যাচ উপলক্ষে দুই দলকেই শুভকামনা জানিয়েছেন ভারতের প্রধানমন্ত্রী নরেন্দ্র মোদি। নয়াদিল্লির হায়দরাবাদ হাউসে প্রধানমন্ত্রী শেখ হাসিনার সঙ্গে এক দ্বিপক্ষীয় বৈঠক শেষে ভারতের প্রধানমন্ত্রী এ কথা বলেন। খবর, ইন্ডিয়া টুডে’র। মোদি বলেন, আমি আজ সন্ধ্যায় বিশ্বকাপের ম্যাচের জন্য উভয় দলকে শুভকামনা জানাই। বাংলাদেশ ভারতের বৃহত্তম উন্নয়ন অংশীদার এবং আমরা বাংলাদেশের সঙ্গে সম্পর্ককে সর্বোচ্চ অগ্রাধিকার দিই।।"
"মালয়েশিয়ায় অভিযান: ৮৪ বাংলাদেশিসহ ৩ শতাধিক অভিবাসী আটক

 আহমাদুল কবির, মালয়েশিয়া: মালয়েশিয়ার জোহর রাজ্যে সাড়াশি অভিযানে নথিবিহীন ৮৪ বাংলাদেশিসহ ৩ শতাধিক অভিবাসীকে আটক করেছে দেশটির মিগ্রেশন। শনিবার (৮ জুন) ভোরে দুই সপ্তাহের গোয়েন্দা তথ্যের ভিওিতে শহরের দুটি নির্মাণ সাইটে, অভিবাসন বিভাগের ৫ ঘণ্টার সাঁড়াশি অভিযানে নথিবিহীন অভিবাসীদের আটক করা হয়।",Bangla,English,"Operation in Malaysia: Over 300 migrants, including 84 Bangladeshis, detained

Ahmadul Kabir, Malaysia: Malaysia's Immigration Department has detained over 300 undocumented migrants, including 84 Bangladeshis, in a crackdown in Johor state. Early Saturday morning (June 8), based on two weeks of intelligence, the immigration authorities conducted a five-hour raid at two construction sites in the city, detaining undocumented migrants.",
 প্র্যাকটিস ম্যাচ হওয়ায় ম্যাচটি দেখা নিয়ে দর্শকদের মধ্যে রয়েছে শঙ্কাও। তবে ব্রডকাস্টিং নিয়ে ভালো খবর রয়েছে টাইগার ভক্তদের জন্য। দর্শকরা ম্যাচটি সরাসরি দেখতে পাবেন নাগরিক টিভির পর্দায়। এছাড়া ভারতীয় চ্যানেল স্টার স্পোর্টস-১/২ সরাসরি সম্প্রচার করবে রোহিত-শান্তদের ম্যাচটি।।,Bangla,English,"Since it is a practice match, there is also concern among the viewers about watching it. However, there is good news for the Tiger fans regarding broadcasting. Viewers will be able to watch the match live on Nagorik TV. Additionally, Indian channels Star Sports-1/2 will broadcast the Rohit–Shanto match live.",
" জানা গেছে, বারবি চরিত্রে অভিনয়ের জন্য ১ কোটি ২৫ লাখ ডলার পারিশ্রমিক নিয়েছেন তিনি। হলিউডে অভিজ্ঞতা খুব একটা হয়নি। এরই মধ্যে মার্টিন স্করসিসি ও কোয়েন্টিন টারান্টিনোর মতো পরিচালকের সঙ্গে কাজ করেছেন। মাত্র ৩২ বছর বয়সেই অস্ট্রেলিয়ান এ অভিনেত্রী নিজেকে হলিউডের সবচেয়ে পারিশ্রমিক গোনা অভিনেত্রীদের একজন হিসেবে প্রতিষ্ঠিত করেছেন মার্গো রবি।।",Bangla,English,"It has been learnt that she received 1 crore 25 lakh dollars for playing Barbie. She has not had very much experience in Hollywood. Yet she has already worked with directors like Martin Scorsese and Quentin Tarantino. At just 32 years of age, this Australian actress, Margot Robbie, has established herself as one of Hollywood’s highest-paid actresses."," জানা গেছে, বারবি চরিত্রে অভিনয়ের জন্য ১ কোটি ২৫ লাখ ডলার পারিশ্রমিক নিয়েছেন তিনি। হলিউডে অভিজ্ঞতা খুব একটা হয়নি। এরই মধ্যে মার্টিন স্করসিসি ও কোয়েন্টিন টারান্টিনোর মতো পরিচালকের সঙ্গে কাজ করেছেন। মাত্র ৩২ বছর বয়সেই অস্ট্রেলিয়ান এ অভিনেত্রী নিজেকে হলিউডের সবচেয়ে পারিশ্রমিক গোনা অভিনেত্রীদের একজন হিসেবে প্রতিষ্ঠিত করেছেন মার্গো রবি।।"
"জাস্টিন বিবারের ভিডিওতেই তার সেরে ওঠার প্রাথমিক লক্ষণ ছিল: চিকিৎসক

প্রকাশিত ভিডিওতে জাস্টিন বিবারের নাজুক শারীরিক অবস্থা দেখা যায়।  কানাডিয়ান জনপ্রিয় সঙ্গীত শিল্পী জাস্টিন বিবার অসুস্থ। সম্প্রতি বেশ কিছু কনসার্ট বাতিল করেন তিনি। এরপরই সোশ্যাল মিডিয়ায় একটি ভিডিও প্রকাশ করে তিনি জানান, বিরল এক ভাইরাসের শিকার গায়ক।",Bangla,English,"The initial signs of Justin Bieber's recovery were evident in his video: Doctor

The released video shows Justin Bieber's frail physical condition. The popular Canadian singer Justin Bieber is ill. Recently, he canceled several concerts. Afterwards, he posted a video on social media revealing that he has been affected by a rare virus.",
